,genes,importance
396,CTD.2576D5.4,0.0002791656561413185
1711,SPRY1,0.0002790333646214887
1985,ZNF667,0.0002782970430912835
1054,NUMBL,0.000277698877809137
1317,RP11.148O21.2,0.00027724246969528947
1343,RP11.21K12.2,0.00027717416712331165
701,IGHGP,0.000276923881285502
973,MTHFD1L,0.0002765985171769753
1745,SYNJ2,0.00027616408501677055
1632,SLAMF7,0.00027613297163985815
905,LY6G5C,0.000275423555427211
645,HCG27,0.00027527440189877673
1072,P2RY14,0.00027500228416239185
621,GPRIN3,0.00027411380074831367
476,EDC3,0.0002740350263157241
1430,RP11.53I6.3,0.0002737385228976405
176,BLMH,0.00027334554851472196
120,ARHGEF10,0.0002731272755190802
1198,PTCRA,0.0002724046072699958
1543,RPL13P5,0.0002719150006134905
1067,OSER1.DT,0.00027175270383782173
1602,SDK2,0.000270637385000388
1783,TFAP2E.AS1,0.00027053989938058886
823,LETM2,0.000270457034572887
185,BPNT1,0.0002700929814853657
395,CTD.2574D22.3,0.0002697066951768339
519,FABP5P9,0.000269653730107195
1356,RP11.284N8.3,0.00026876234307112774
637,H2AW,0.0002687138174901872
1086,PCCA,0.0002672631246245053
1327,RP11.164H13.1,0.00026712707971864697
999,NCDN,0.0002666512863137547
1746,SYNPO,0.0002645962591946032
603,GMDS,0.000264560666411947
490,ELF4,0.00026363469901455626
948,MIR34AHG,0.0002634222954044843
119,ARHGAP32,0.0002614801156217277
1943,ZDHHC14,0.00026125204891210127
310,CKS2,0.0002609748586849513
605,GNAZ,0.000260704111066741
115,AQP3,0.0002599525585260209
21,AC013463.2,0.0002594601674578619
567,FPR2,0.0002587400942057178
1156,PPARGC1B,0.00025816025546337106
1912,VWA8,0.0002576571481903845
207,C3orf35,0.000255600425390564
1887,UBQLN4,0.00025385776729291504
54,ADAP1,0.0002529729422021674
739,INIP,0.0002525770410781109
492,ELOCP19,0.0002523479695759048
927,ME1,0.00025234182886772045
895,LRRC8B,0.0002507486839726686
42,ACAP2.IT1,0.0002502939081474782
1767,TBXAS1,0.0002501551246371987
136,ATAD3A,0.0002501506664032863
226,CASC19,0.00025009930334730994
875,LINC02785,0.00025001246674075393
1607,SELENON,0.00024964034000435337
730,IL18BP,0.0002479286671119563
179,BNIP1,0.000247156556477689
1218,RABGGTA,0.00024707793781866995
742,INTS7,0.00024696706562185106
1861,TTC21A,0.0002461937002056803
1372,RP11.325K4.2,0.0002459428737076976
300,CHL1,0.0002457768121332737
1759,TBC1D13,0.00024549461989709017
1969,ZNF490,0.0002451198699354717
1656,SLC38A11,0.00024337605891765755
1348,RP11.23P13.6,0.00024233478285962576
1572,RPTOR,0.0002420699692335858
433,DHCR7,0.00023984752054320477
1234,RETREG1,0.00023940046608268402
1193,PSMG3.AS1,0.00023926942097071325
509,ESPNL,0.00023892124155087052
1021,NFYC.AS1,0.00023889636619075017
1668,SLCO4C1,0.00023871223951926198
1951,ZNF135,0.0002375216446598254
1084,PCBD1,0.00023747207288010944
1263,RN7SL336P,0.00023711651473983227
494,EML2.AS1,0.00023674610324820228
1165,PPP1R13B,0.00023667415158062729
1405,RP11.456P18.2,0.00023667186107607233
1296,RP1.40E16.12,0.00023545388026155174
897,LRRN1,0.0002354109856853384
199,C19orf38,0.00023462979231405018
134,ASAH2B,0.00023451678589222582
2542,RGS6,0.00023445355031018688
528,FAM50B,0.00023323594654524514
940,MGAT3,0.0002326353111367139
295,CHAF1A,0.00023213253452598876
694,IGFLR1,0.00023176094413076995
282,CEP19,0.0002312846903020718
1482,RP11.817I4.2,0.0002307678438188674
1140,PLEKHO2,0.00022895372186100126
1776,TECPR1,0.00022840180856745223
