,genes,importance
1854,KAT6B,0.00016762566193683496
3855,SECISBP2,0.00016746849003000715
991,DDX17,0.00016722109690311596
535,CCDC18.AS1,0.0001671748971084438
2821,PRKCB,0.00016708240158286002
3734,RPL9P9,0.00016665871019106156
157,AFF4,0.00016558898288301336
327,ATP2B1.AS1,0.00016547465675383709
4078,SNRPN,0.00016486596413257894
4143,SSBP2,0.00016455475801297457
3795,RSRC2,0.00016449049846826544
1880,KCTD12,0.00016431332268134117
181,AKAP9,0.00016425116035239203
380,BDP1,0.00016411847615838723
4429,TRIM38,0.0001640167047600717
559,CCNL1,0.00016355712501850878
1142,EIF3H,0.00016350244044050982
1284,FBL,0.0001631733400504584
1486,GPRIN3,0.00016308899595542708
390,BID,0.0001627813582807155
2628,PARVB,0.00016222227937314816
1982,LEF1,0.0001621950209617766
4687,ZDHHC23,0.00016213981333736819
1938,KMT2E,0.0001620623122392515
1036,DMAC2L,0.00016173514973639804
1173,EPB41L2,0.0001615096700460979
4389,TPD52,0.00016111620160949607
1139,EIF3D,0.00016092283811221882
266,ARGLU1,0.0001607428325016664
2834,PRPF4B,0.0001602916347420292
1512,GUK1,0.00016009512274025632
4530,UGCG,0.00015988253181255658
1211,EZH1,0.0001597696997986463
277,ARHGAP5,0.00015970636435710817
1970,LBH,0.0001596781243526127
2743,PLEKHO1,0.00015967493870578425
3951,SLAMF7,0.00015955339482398256
4159,STAT4,0.00015899391949066578
2823,PRKCH,0.0001588478478141539
552,CCL4,0.00015865912568575712
3898,SFSWAP,0.00015865534885343245
2268,METTL8,0.00015857981620364487
1191,ERP29,0.0001583493726636246
1231,FAM133B,0.00015722940391481953
2953,RBMX,0.00015701291222440972
4118,SPINT2,0.00015658902019977317
965,CYSLTR1,0.00015648081249575565
1574,HINT1,0.00015619577769387762
3085,RORA,0.0001561693094067378
2354,MT.ND6,0.0001559650497500304
4557,USP34,0.00015570102713303842
2933,RASGRP3,0.0001556783361213181
2308,MKRN1,0.00015561696229707983
2430,NCL,0.00015559258618378396
542,CCDC6,0.00015553052876893513
2869,PTPRE,0.00015544534558191566
1144,EIF3L,0.00015466476813814025
780,COA1,0.00015438552377368934
331,ATP6V1G1,0.00015421559606610305
2226,MATK,0.00015340759155205145
4627,WWC3,0.00015337365798012573
2230,MBD4,0.00015304030640277957
364,BAZ2A,0.0001527795535513705
1002,DENND4A,0.00015235523101934462
2849,PSIP1,0.00015234049442751019
711,CHL1,0.00015201800026887807
4468,TSTD1,0.00015189280780395842
219,ANKRD44.IT1,0.00015121704172038706
1015,DGKZ,0.0001511654956579758
3912,SH3BP5,0.0001510745146959482
2265,METTL16,0.00015098943209761688
232,AOAH,0.00015092584851617843
4297,TLR2,0.0001508322810517977
1340,FNBP4,0.0001506277217760984
4253,TESC,0.00015062494860510647
4120,SPN,0.0001499487838187701
2432,NCOA3,0.0001494764073819478
2221,MARCKSL1,0.00014910609380901373
2965,RESF1,0.00014902884398498517
4430,TRIM44,0.0001489185665195564
554,CCNB1IP1,0.00014889851005286925
4044,SMDT1,0.00014878975963164776
4357,TNFRSF14,0.00014864638545986213
2584,OTUD1,0.00014838984090535435
1608,HMGN2,0.00014830517328269028
2177,LUC7L,0.00014805343904260591
1431,GLIPR2,0.00014776041734338263
1377,GABARAPL2,0.00014695767623362324
1322,FGFBP2,0.00014690303264484195
1098,EAF2,0.0001468386036833138
2952,RBM6,0.00014669712811313812
2494,NOP58,0.00014666600269676086
4500,TUT4,0.00014579944795531933
656,CEMIP2,0.00014579479925857394
1826,ITK,0.00014525400785654787
2647,PCNP,0.00014452192339200567
4571,VAMP2,0.00014446377042473521
2851,PSMB8.AS1,0.00014442789153635812
2816,PRDX3,0.00014441295062097152
4140,SRSF8,0.00014387221772626214
305,ASH1L,0.000143820685541124
3935,SIK3,0.00014373935468358316
3114,RP11.102N12.3,0.00014370421416777895
1417,GGNBP2,0.000143526514949971
4002,SLC39A10,0.00014345179931518357
1463,GPBP1,0.0001433715257409135
2688,PHF20,0.0001432494964362761
4542,UPF3A,0.00014265585915472268
4665,ZBTB10,0.00014249921184660816
4444,TRPM7,0.0001424958219116234
4653,YDJC,0.0001424439319380002
3068,RNMT,0.00014238370772122672
4137,SRSF10,0.00014229982255298417
414,BPTF,0.00014215504407152877
2624,PARP14,0.00014187240494287838
1776,IL2RB,0.00014187229331654098
3680,RPL17,0.0001417489651254806
2443,NEDD4L,0.0001417167835064341
830,CST3,0.00014164149789617128
2207,MAP2K3,0.0001415391613085171
2792,PPIG,0.000141537907604678
4361,TNFRSF1B,0.00014147843711521455
3001,RIOK3,0.0001414143198752891
3830,SBDS,0.00014135834628594123
4760,ZNF33A,0.00014130635090517596
2212,MAP4K4,0.0001411443881801202
1944,KRT10,0.00014097717205033695
1543,HAX1,0.000140789687208973
2528,NT5C,0.00013969074351435144
2047,LINC01184,0.00013921089382318668
4057,SNHG1,0.0001391413867196038
993,DDX24,0.00013887490163788473
2766,PNN,0.00013864169595354504
4315,TMEM154,0.00013859181460415033
1398,GASK1B,0.00013852266084652813
771,CNOT4,0.00013843700426051093
2184,LYAR,0.00013791104125101102
1767,IL16,0.00013758635404364787
1174,EPB41L4A.AS1,0.0001371114048872577
1323,FGL2,0.00013704742787670995
4168,STMP1,0.00013683756919460546
4758,ZNF326,0.00013657022682700767
268,ARHGAP15,0.0001362923324408763
367,BBX,0.0001358643033121998
2800,PPP1R2,0.00013569007422993995
2204,MANBA,0.0001355375360887722
1044,DNAJC10,0.0001355172715126914
2910,RABEP1,0.0001354781886158903
4109,SPATA13_ENSG00000182957,0.00013538252696529616
3368,RP11.425L10.1,0.0001349299398560857
3989,SLC2A6,0.00013476992857646222
4396,TRA2B,0.00013439253196499354
1612,HNRNPA0,0.00013427990539213657
460,C1orf21,0.00013408660657637016
1001,DENND11,0.00013402579000104594
1252,FAM215B,0.00013383190289699429
1622,HNRNPDL,0.0001336780027534347
4519,UBE2D2,0.00013261439923783997
2008,LINC.PINT,0.00013239535027501648
133,ADGRG1,0.00013238992030612084
1346,FOSL2,0.0001323681107712348
2682,PHACTR2,0.00013194863059920795
2829,PRMT1,0.00013188020580778327
2283,MIA3,0.000131855153784652
4058,SNHG12,0.0001317949919745404
4927,ZRANB2,0.00013165828729792543
953,CYB561A3,0.00013154056490815392
97,ACBD3,0.00013121995579673594
4093,SOCS1,0.00013107907724168094
2932,RASGRP2,0.0001310375620881246
4136,SRSF1,0.00013088641959824187
1847,JUP,0.00013087076853792777
